rep,id,eta_U,eta_L,eta_m,eta_e,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,130_bNAb_Combinations|1313842|cc|1|1|nan|2946,0,-0.0281158,0.07011,0,0,0,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|2|1|nan|2946,0,-0.548528,-1.49318,0,0,0,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|3|1|nan|2946,0,4.35132,1.26469,0,0,0,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|4|1|nan|2946,0,0.980755,2.02215,0,0,0,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|5|1|nan|2946,0,-2.33488,-0.864819,0,0,0,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|6|1|nan|2946,0,-0.650127,-0.482007,0,0,0,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|7|1|nan|2946,0,-1.80622,-2.44095,0,0,0,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|cc|8|1|nan|2946,0,-7.21561,1.65824,0,0,0,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|sample|10|nan|2946,0,-2.15563,-0.808196,0,0,0,True,PGT121|2946,1313842
1,130_bNAb_Combinations|1313842|sample|11|nan|2946,0,-4.33254,-0.588388,0,0,0,True,VRC07-523LS|2946,1313842
1,130_bNAb_Combinations|1313842|sample|12|nan|2946,0,0.597604,-0.221468,0,0,0,True,VRC07-523LS|2946,1313842
1,130_bNAb_Combinations|1313842|sample|3|nan|2946,0,6.05652,-0.179029,0,0,0,True,PGDM1400|2946,1313842
1,130_bNAb_Combinations|1313842|sample|4|nan|2946,0,-1.63364,-1.15487,0,0,0,True,PGDM1400|2946,1313842
1,130_bNAb_Combinations|1313842|sample|5|nan|2946,0,5.16391,-0.280152,0,0,0,True,PGDM1400|2946,1313842
1,130_bNAb_Combinations|1313842|sample|6|nan|2946,0,2.07574,-1.3526,0,0,0,True,PGDM1400|2946,1313842
1,130_bNAb_Combinations|1313842|sample|7|nan|2946,0,-8.54277,-0.962862,0,0,0,True,PGT121|2946,1313842
1,130_bNAb_Combinations|1313842|sample|8|nan|2946,0,-5.78051,-1.01067,0,0,0,True,PGT121|2946,1313842
1,130_bNAb_Combinations|1313842|sample|9|nan|2946,0,-0.0678092,-1.04333,0,0,0,True,PGT121|2946,1313842
1,130_bNAb_Combinations|1313842|vc|1|2|nan|2946,0,2.33109,0.0922454,0,0,0,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|2|2|nan|2946,0,-3.72063,-1.88449,0,0,0,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|3|2|nan|2946,0,-1.4529,2.13549,0,0,0,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|4|2|nan|2946,0,1.4093,-0.699805,0,0,0,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|5|2|nan|2946,0,3.11873,-1.17804,0,0,0,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|6|2|nan|2946,0,-1.5337,0.794837,0,0,0,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|7|2|nan|2946,0,-1.78267,-1.15625,0,0,0,False,nan|2946,1313842
1,130_bNAb_Combinations|1313842|vc|8|2|nan|2946,0,-1.72672,-2.03158,0,0,0,False,nan|2946,1313842
1,130_bNAb_Combinations|1313860|cc|1|1|PVO.4|5024,0,-2.81096,-0.911042,0,0,0,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|cc|2|1|PVO.4|5024,0,-0.69569,1.57656,0,0,0,False,nan|PVO.4,1313860
1,130_bNAb_Combinations|1313860|cc|3|1|PVO.4|5024,0,-2.94598,-1.26133,0,0,0,False,nan|PVO.4,1313860
