id,U_SAEM,L_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
130_bNAb_Combinations|1313842|cc|1|1|nan|2946,1,0.000998076,1.05551,5.45381,0.127728,2.71386e-07,1,0.0010065,0.32052,5.44492,0.127781,2.68221e-07,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|2|1|nan|2946,1,0.000998076,1.34808,5.45381,0.127728,2.71386e-07,1,0.0010065,0.32052,5.44492,0.127781,2.68221e-07,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|3|1|nan|2946,1,0.000998076,0.946843,5.45381,0.127728,2.71386e-07,1,0.0010065,0.32052,5.44492,0.127781,2.68221e-07,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|4|1|nan|2946,1,0.000998076,0.566269,5.45381,0.127728,2.71386e-07,1,0.0010065,0.32052,5.44492,0.127781,2.68221e-07,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|5|1|nan|2946,1,0.000998076,0.744932,5.45381,0.127728,2.71386e-07,1,0.0010065,0.32052,5.44492,0.127781,2.68221e-07,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|6|1|nan|2946,1,0.000998076,0.800859,5.45381,0.127728,2.71386e-07,1,0.0010065,0.32052,5.44492,0.127781,2.68221e-07,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|7|1|nan|2946,1,0.000998076,1.23039,5.45381,0.127728,2.71386e-07,1,0.0010065,0.32052,5.44492,0.127781,2.68221e-07,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|8|1|nan|2946,1,0.000998076,0.867119,5.45381,0.127728,2.71386e-07,1,0.0010065,0.32052,5.44492,0.127781,2.68221e-07,False,nan|2946,1313842
130_bNAb_Combinations|1313842|sample|10|nan|2946,1,0.00099837,1.13299,5.45382,0.127728,2.71386e-07,1,0.00100679,1.16301,5.44493,0.127781,2.68221e-07,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|11|nan|2946,1,0.000997907,0.910985,5.45382,0.127728,2.71386e-07,1,0.00100632,0.96259,5.44493,0.127781,2.68221e-07,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|12|nan|2946,1,0.000997907,1.03586,5.45382,0.127728,2.71386e-07,1,0.00100632,1.11194,5.44493,0.127781,2.68221e-07,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|3|nan|2946,1,0.000998171,0.435981,5.45382,0.127728,2.71386e-07,1,0.00100659,0.461525,5.44493,0.127781,2.68221e-07,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|4|nan|2946,1,0.000998171,0.481203,5.45382,0.127728,2.71386e-07,1,0.00100659,0.485784,5.44493,0.127781,2.68221e-07,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|5|nan|2946,1,0.000998171,0.495628,5.45382,0.127728,2.71386e-07,1,0.00100659,0.524989,5.44493,0.127781,2.68221e-07,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|6|nan|2946,1,0.000998171,0.486276,5.45382,0.127728,2.71386e-07,1,0.00100659,0.487772,5.44493,0.127781,2.68221e-07,True,PGDM1400|2946,1313842
130_bNAb_Combinations|1313842|sample|7|nan|2946,1,0.00099837,0.948817,5.45382,0.127728,2.71386e-07,1,0.00100679,0.988555,5.44493,0.127781,2.68221e-07,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|8|nan|2946,1,0.00099837,1.03324,5.45382,0.127728,2.71386e-07,1,0.00100679,1.04891,5.44493,0.127781,2.68221e-07,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|9|nan|2946,1,0.00099837,1.13131,5.45382,0.127728,2.71386e-07,1,0.00100679,1.17284,5.44493,0.127781,2.68221e-07,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|vc|1|2|nan|2946,1,0.000998076,0.641126,5.45381,0.127728,2.71386e-07,1,0.0010065,0.32052,5.44492,0.127781,2.68221e-07,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|2|2|nan|2946,1,0.000998076,0.679595,5.45381,0.127728,2.71386e-07,1,0.0010065,0.32052,5.44492,0.127781,2.68221e-07,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|3|2|nan|2946,1,0.000998076,1.30084,5.45381,0.127728,2.71386e-07,1,0.0010065,0.32052,5.44492,0.127781,2.68221e-07,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|4|2|nan|2946,1,0.000998076,1.07537,5.45381,0.127728,2.71386e-07,1,0.0010065,0.32052,5.44492,0.127781,2.68221e-07,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|5|2|nan|2946,1,0.000998076,1.2042,5.45381,0.127728,2.71386e-07,1,0.0010065,0.32052,5.44492,0.127781,2.68221e-07,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|6|2|nan|2946,1,0.000998076,1.34414,5.45381,0.127728,2.71386e-07,1,0.0010065,0.32052,5.44492,0.127781,2.68221e-07,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|7|2|nan|2946,1,0.000998076,1.11037,5.45381,0.127728,2.71386e-07,1,0.0010065,0.32052,5.44492,0.127781,2.68221e-07,False,nan|2946,1313842
130_bNAb_Combinations|1313842|vc|8|2|nan|2946,1,0.000998076,0.924992,5.45381,0.127728,2.71386e-07,1,0.0010065,0.32052,5.44492,0.127781,2.68221e-07,False,nan|2946,1313842
130_bNAb_Combinations|1313860|cc|1|1|PVO.4|5024,1,0.000998079,0.917317,5.45381,0.127731,2.71376e-07,1,0.0010065,0.32052,5.44492,0.127784,2.68211e-07,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|2|1|PVO.4|5024,1,0.000998079,1.16689,5.45381,0.127731,2.71376e-07,1,0.0010065,0.32052,5.44492,0.127784,2.68211e-07,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|3|1|PVO.4|5024,1,0.000998079,1.08421,5.45381,0.127731,2.71376e-07,1,0.0010065,0.32052,5.44492,0.127784,2.68211e-07,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|4|1|PVO.4|5024,1,0.000998079,1.21017,5.45381,0.127731,2.71376e-07,1,0.0010065,0.32052,5.44492,0.127784,2.68211e-07,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|5|1|PVO.4|5024,1,0.000998079,0.886488,5.45381,0.127731,2.71376e-07,1,0.0010065,0.32052,5.44492,0.127784,2.68211e-07,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|6|1|PVO.4|5024,1,0.000998079,1.3211,5.45381,0.127731,2.71376e-07,1,0.0010065,0.32052,5.44492,0.127784,2.68211e-07,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|7|1|PVO.4|5024,1,0.000998079,1.00275,5.45381,0.127731,2.71376e-07,1,0.0010065,0.32052,5.44492,0.127784,2.68211e-07,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|cc|8|1|PVO.4|5024,1,0.000998079,0.863461,5.45381,0.127731,2.71376e-07,1,0.0010065,0.32052,5.44492,0.127784,2.68211e-07,False,nan|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|10|PVO.4|5024,1,0.000997866,1.88598,5.45382,0.127731,2.71376e-07,1,0.00100628,1.87789,5.44493,0.127784,2.68211e-07,True,PGT121|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|11|PVO.4|5024,1,0.000998095,2.23179,5.45382,0.127731,2.71376e-07,1,0.00100652,2.2505,5.44493,0.127784,2.68211e-07,True,VRC07-523LS|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|12|PVO.4|5024,1,0.000998095,2.59428,5.45382,0.127731,2.71376e-07,1,0.00100652,2.63298,5.44493,0.127784,2.68211e-07,True,VRC07-523LS|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|3|PVO.4|5024,1,0.000998197,0.378841,5.45382,0.127731,2.71376e-07,1,0.00100662,0.454008,5.44493,0.127784,2.68211e-07,True,PGDM1400|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|4|PVO.4|5024,1,0.000998197,0.398268,5.45382,0.127731,2.71376e-07,1,0.00100662,0.445167,5.44493,0.127784,2.68211e-07,True,PGDM1400|PVO.4,1313860
130_bNAb_Combinations|1313860|sample|5|PVO.4|5024,1,0.000998197,0.632661,5.45382,0.127731,2.71376e-07,1,0.00100662,0.647444,5.44493,0.127784,2.68211e-07,True,PGDM1400|PVO.4,1313860
