id,U_SAEM,L_SAEM,m_SAEM,e_SAEM,s_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,m_mode,e_mode,s_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
130_bNAb_Combinations|1313842|cc|1|1|nan|2946,1,0.00358351,0.645051,0.00763198,44.5081,0.261315,0.352939,1,0.00361113,0.645051,0.000459756,44.5376,0.262341,0.3541,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|2|1|nan|2946,1,0.00358351,0.645051,0.00289972,44.5081,0.261315,0.352939,1,0.00361113,0.645051,0.000459756,44.5376,0.262341,0.3541,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|3|1|nan|2946,1,0.00358351,0.645051,0.00596984,44.5081,0.261315,0.352939,1,0.00361113,0.645051,0.000459756,44.5376,0.262341,0.3541,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|4|1|nan|2946,1,0.00358351,0.645051,0.00673837,44.5081,0.261315,0.352939,1,0.00361113,0.645051,0.000459756,44.5376,0.262341,0.3541,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|5|1|nan|2946,1,0.00358351,0.645051,0.00501017,44.5081,0.261315,0.352939,1,0.00361113,0.645051,0.000459756,44.5376,0.262341,0.3541,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|6|1|nan|2946,1,0.00358351,0.645051,0.00456394,44.5081,0.261315,0.352939,1,0.00361113,0.645051,0.000459756,44.5376,0.262341,0.3541,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|7|1|nan|2946,1,0.00358351,0.645051,0.0026802,44.5081,0.261315,0.352939,1,0.00361113,0.645051,0.000459756,44.5376,0.262341,0.3541,False,nan|2946,1313842
130_bNAb_Combinations|1313842|cc|8|1|nan|2946,1,0.00358351,0.645051,0.0020674,44.5081,0.261315,0.352939,1,0.00361113,0.645051,0.000459756,44.5376,0.262341,0.3541,False,nan|2946,1313842
130_bNAb_Combinations|1313842|sample|10|nan|2946,1,0.00358394,0.645252,0.00588213,44.5078,0.261315,0.352939,1,0.00361156,0.645253,0.00580174,44.5373,0.262341,0.3541,True,PGT121|2946,1313842
130_bNAb_Combinations|1313842|sample|11|nan|2946,1,0.00358421,0.710157,0.00665341,44.5078,0.261315,0.352939,1,0.00361183,0.705788,0.00658969,44.5373,0.262341,0.3541,True,VRC07-523LS|2946,1313842
130_bNAb_Combinations|1313842|sample|12|nan|2946,1,0.00358421,0.710157,0.0084292,44.5078,0.261315,0.352939,1,0.00361183,0.705788,0.0081828,44.5373,0.262341,0.3541,True,VRC07-523LS|2946,1313842
